note,line,quantifier,has_citation,text
models/Celeris/source-analysis/celeris-fv-reconstruction.md,12,모든,0,> 이 노트의 범위: **유한체적 재구성 + Riemann flux** 서브시스템 = NLSW·Boussinesq·COULWAVE 모든 모드가 공유하는 명시적 쌍곡(hyperbolic) 코어. Pass0(near-dry 준비) → Pass1(cell-center→face 재구성) → Pass2(face flux). Pass3는 이 flux를 발산(divergence)으로 적분(다른 노트).
models/Celeris/source-analysis/celeris-fv-reconstruction.md,102,모든,0,"파속(공통, 모든 변종 동일):"
models/Celeris/source-analysis/celeris-pipeline-graph.md,115,항상,1,predictor는 항상 실행(§2). **corrector substep은 `if (timeScheme==2)`에서만** (`js/main.js:2757`). corrector는 predictor 결과를 시드로 동일 패스 시퀀스를 한 번 더:
models/Celeris/source-analysis/celeris-pipeline-graph.md,152,항상,1,| Pass0 | `Handler_Pass0.js` | `runComputeShader_EncStack` :1893 | 항상 |
models/Celeris/source-analysis/celeris-pipeline-graph.md,153,항상,1,"| Pass1 | `Handler_Pass1.js` | EncStack :1896,:2030,:2163 | 항상 (말미 1회는 진단) |"
models/Celeris/source-analysis/celeris-pipeline-graph.md,154,항상,1,| Pass2 | `Handler_Pass2.js` | EncStack :1904 | 항상 |
models/Celeris/source-analysis/celeris-pipeline-graph.md,157,항상,1,"| BoundaryPass | `Handler_BoundaryPass.js` | EncStack :1949,:1984 | 항상 / Bous |"
models/Celeris/source-analysis/celeris-pipeline-graph.md,163,항상,1,| CalcMeans | `Handler_CalcMeans.js` | EncStack :2165 | 항상 (진단) |
models/Celeris/source-analysis/celeris-pipeline-graph.md,164,항상,1,| CalcWaveHeight | `Handler_CalcWaveHeight.js` | EncStack :2174 | 항상 (진단) |
models/Celeris/source-analysis/celeris-render.md,38,모든,1,"vertex는 fullscreen quad. `vertex.wgsl`은 4-vertex triangle-strip `[-1,1]²`를 만들고 `uv = pos*0.5+0.5` 전달 (`shaders/vertex.wgsl:9-17`). 모든 그림은 fragment에서."
models/Celeris/source-analysis/celeris-render.md,41,전부,1,`Globals` uniform에 colormap·scale·colorbar·boundary type·10종 design-component 마찰계수·`viewProj` 카메라행렬·arrow·linear-structure preview가 전부 들어감 (`shaders/fragment.wgsl:5-68`). 텍스처 바인딩 1~18: `etaTexture·bottomTexture·txMeans·txWaveHeight·txBaseline_WaveHeight·txBottomFriction·sed 3종·txDesignComponents·txOverlayMap·txDraw·sampler·txTimeSeries_Locations·txBreaking·txSamplePNGs(array)·linear sampler·txRend
models/Celeris/source-analysis/celeris-render.md,117,모든,0,핵심: 모든 단계가 GPU 위에서 시뮬 텍스처를 직접 읽어 interactive·faster-than-real-time을 달성. 수치는 건드리지 않음.
models/Celeris/source-analysis/celeris-sediment.md,27,모든,1,`main.js`의 메인 루프(predictor + corrector). 모든 호출이 `if(calc_constants.useSedTransModel == 1)`로 게이트됨.
models/Celeris/source-analysis/celeris-sediment.md,104,전부,1,"수평 난류확산(`sedTurbDispersion` 배경 + `sedBreakingDispersionCoef`×breaking eddy viscosity) 코드는 `SedTrans_Pass3.wgsl:102-119`에 **전부 주석처리**되어 있음. 즉 현재 활성 빌드는 **이류 + 픽업/침강만**, 명시적 확산 없음. config 키(`sedTurbDispersion=0.01`, `sedBreakingDispersionCoef=0.1`, `constants_load_calc.js:112-113`)는 uniform으로 전달되나 셰이더에서 미사용."
models/Celeris/source-analysis/celeris-source-map.md,201,전부,1,- `Config_Pipelines.js`·`Create_Textures.js`는 **범용 팩토리** — 패스별 셰이더/텍스처 바인딩은 전부 `main.js`가 결정.
models/Celeris/source-analysis/celeris-webgpu-infrastructure.md,16,모든,1,"Celeris-WebGPU는 **빌드 단계 없는** ES6 모듈 + WGSL 컴퓨트 셰이더로, 브라우저 WebGPU 위에서 NLSW/Boussinesq/COULWAVE를 푼다. 거의 모든 상태는 GPU 텍스처이며, CPU 행렬은 사실상 없다. 모든 시뮬레이션 텍스처는 `rgba32float`, `WIDTH × HEIGHT`, usage = `STORAGE_BINDING | COPY_SRC | COPY_DST | RENDER_ATTACHMENT | TEXTURE_BINDING` 로 생성된다 (`js/Create_Textures.js:2-13`). 채널은 항상 4-vector `(r/x, g/y, b/z, a/w)`."
models/Celeris/source-analysis/celeris-webgpu-infrastructure.md,22,모든,0,| `create_2D_Texture` | rgba32float 2D | 모든 시뮬 상태 텍스처 (라인 2) |
models/Celeris/source-analysis/celeris-webgpu-infrastructure.md,31,모든,1,생성된 모든 텍스처는 `allTextures` Set에 추적 등록 → 재시작 시 일괄 `destroy()` (`js/main.js:225-229`).
models/Celeris/source-analysis/celeris-webgpu-infrastructure.md,143,모든,1,"**파이프라인 생성** (`js/Config_Pipelines.js:6-19`): `createComputePipeline(device, code, layout, set)`는 `createPipelineLayout({bindGroupLayouts:[layout]})` + `createShaderModule({code})` + entryPoint `'main'`. 모든 컴퓨트는 단일 bind group(group 0)·entryPoint `main`. 렌더 파이프라인(quad/vertexgrid/skybox/model/duck)은 별도 팩토리 (라인 22-282)."
models/Celeris/source-analysis/celeris-webgpu-infrastructure.md,166,전부,0,"1. **이전 실행 정리**: `allTextures` 전부 destroy, `allComputePipelines`/`RenderPipeline` clear, device/adapter/context null화 (라인 191-202)."
models/Celeris/web-refs/celeris-lynett-2026.md,67,모든,1,"- 모든 인용은 동봉 PDF 첫 페이지(`raw/source_code/Celeris-WebGPU/docs/lynett-et-al-2026-an-interactive-nearshore-wave-simulator-for-rapid-design-prototyping-and-natural-hazard-education.pdf`, p.04026007-1)에서 직접 추출. Abstract·Practical Applications·Author keywords·저자 footnote·게재 정보(Note 단락) 모두 1면 내."
models/Delft3D/manual-notes/delft3d-flow-boundary-forcing.md,38,모든,1,원칙 (p.44-45): 모든 경계에 같은 type 적용 회피(직선수로 양단 velocity → 연속성 문제로 dry up/overflow). 한쪽 법선유속 + 반대쪽 수위가 안정. 대형 조석 basin 은 수위경계만으로 forcing 이 건전. 수위는 globally varying 량이라 작은 오차가 넓은 영역 유속에 큰 응답을 유발 → 경계를 관심영역에서 **가능한 멀리** 배치.
models/Delft3D/manual-notes/delft3d-flow-boundary-forcing.md,86,전부,1,(NCOM = 분조 수; 위 블록을 경계 section 마다 반복.) 제약 (p.456): A·B label 은 `.bnd` 에서 정의; 분조명 전부 **대문자**; label·분조명 position 1 시작; section 간 분조 수·종류 다를 수 있으나 **한 section 의 양단은 동일 분조집합**.
models/Delft3D/manual-notes/delft3d-flow-boundary-forcing.md,113,항상,1,"진폭 단위는 forcing 량에 따라: 수위 [m] · Neumann [-] · 유속 [m/s] · flux [m³/s] · Riemann [m/s] (p.55). 입력: 주파수 [degrees/hour], 양단 A·B 진폭·위상 (p.55). 평균값은 zero frequency + zero phase 로 지정(항상 지정 필수); 모든 harmonic 경계는 **동일 주파수** 사용 (p.55 Remarks). max 주파수 234 (p.54, p.55)."
models/Delft3D/manual-notes/delft3d-flow-boundary-forcing.md,131,모든,1,"Processes 에서 켠 모든 양(염분·수온·constituent)의 경계조건은 **time-series 로만** 지정 (p.43, p.59). inflow 농도를 지정, outflow 는 free (§9.4 p.193)."
models/Delft3D/manual-notes/delft3d-flow-physics-numerics.md,175,모든,1,"- $\vec u^L=\vec u^E+\vec u^S$ (식 9.171): GLM = Eulerian + **Stokes drift**. 모든 transport 는 GLM 속도로, 결과파일엔 Eulerian 속도 (p.217)."
models/Delft3D/manual-notes/delft3d-flow-physics-numerics.md,226,항상,1,"eddy viscosity 는 항상 직전 ½ time-step 정보 기반. k·ε transport 는 **non-conservative form**, 1차 upwind. k·ε·$\nu_V$ 는 staggered grid 의 **층계면(셀중심)** 에 위치 → 생성·부력항 연직경사 정확 (p.281)."
models/Delft3D/manual-notes/delft3d-tide-user-manual.md,28,모든,0,"| 1.0 | 모든 입력파일에 header line 5줄, 첫 글자 제한 없음 |"
models/Delft3D/manual-notes/delft3d-tide-user-manual.md,98,모든,1,"**8.3.1 수학적 모델 (p.46):** $W(t_j)$로부터 상수 추정. 1개월 데이터로도 양호한 특성화 가능하나 모든 성분 독립 분해는 불가; 1년이면 장주기·소성분도 명시적 분해. mean level slow 변화 대응 위해 trend 항 $Bt$ 추가 가능. $k$개 성분이면 미지수 $(2k+1)$개(trend 포함 시 $(2k+2)$), 최소제곱으로 추정 (Eq.8.2, p.46):"
models/Delft3D/manual-notes/delft3d-tide-user-manual.md,112,모든,1,- Appendix B가 모든 성분·주파수를 주파수 오름차순으로 제공; 대부분 분석에서 Rayleigh가 선택 가능 성분을 크게 제한 (p.48).
models/Delft3D/manual-notes/delft3d-tide-user-manual.md,118,항상,1,- Remark: 충분히 길면 이 3군은 항상 독립 분해 권장. **30일 미만(예:15일) 분석 비권장**(너무 많은 결합 → 모델 과경직). 최적은 synodic period 1개월/6개월/1년 (p.48).
models/Delft3D/manual-notes/delft3d-tide-user-manual.md,179,반드시,1,"| `G(i)` | 위상/improved Kappa, **반드시 degrees**, F10.1, col 19–28 (p.60) |"
models/Delft3D/manual-notes/delft3d-tool-manuals.md,18,모든,0,> Delft3D 워크플로를 구성하는 보조 도구 8종의 **목적 + 핵심 기능**을 각 공식 User Manual 의 표지·TOC·서론 단락에서 page 인용으로 정리. 그리드 생성(RGFGRID)·수심 보간(QUICKIN)·후처리 시각화(GPP·QUICKPLOT)·조화분석(TRIANA)·파랑 enclosure 풍압장(WES)·WAQ 격자 집성(DIDO)·바이너리 I/O 라이브러리(NEFIS) 가 전체 사슬을 잇는다. 모든 PDF 경로: `models/Delft3D/raw/manuals/pdfs/`.
models/Delft3D/manual-notes/delft3d-waq-processes-tech-reference.md,22,모든,1,"- 위치: D-Water Quality 매뉴얼군의 **Technical Reference Manual** 파트. state variable·input/output parameter 개요와 라이브러리 내 모든 프로세스의 상세 기술을 담음 (§1.1, p.1)."
models/Delft3D/manual-notes/delft3d-waq-processes-tech-reference.md,72,항상,1,"($H$ 수심 [m], $W$ 10 m 풍속 [m/s], $v$ 유속 [m/s], $klrear$ [m/d]) (p.30). 재포기율은 항상 양의 DO 기준으로 계산 (OXY는 음수=환원물질 등가 가능) (p.30)."
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,85,항상,1,"- **Closed boundary**: flow·dispersion 항상 0, 농도 입력 불필요 (§8.5.1 p.198)."
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,86,모든,1,"- **Open boundary**: 해 도출에 필수. 모든 substance 농도·dispersion 계수를 모든 시간스텝에 지정, flow는 수리모델에서 자동 (§8.5.2 p.198). downstream 경계 농도가 해에 영향 — central method면 마지막 셀과 경계의 평균이 계면 농도가 됨; 회피 옵션 (1) 경계에서 국소 upwind advection (2) 경계 dispersive transport 억제 (§8.5.2 p.198)."
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,96,모든,1,"- 보존 tracer 최대 5개; **Continuity** = 모든 water source에 1 g/m³ 부여 → 시뮬레이션 내내 1 g/m³ 유지되어야 함, 이탈 시 누락된 water source 또는 수치 불안정 신호 (§9.2 p.200–201)."
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,98,모든,1,"- **반응속도 온도의존(거의 모든 process 공통)**: $k=k_{20}\,k_T^{(T-20)}$ (9.1, §9.3 p.201). $k_T$ 통상 1.01–1.10; 1.04면 10°C에서 20°C 속도의 68%, 1.07이면 10° 변화마다 배증/반감 (p.201)."
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,121,모든,1,"dispersion 계수는 FLOW 격자로 풀리지 않은 **모든 미해소 수송**을 의미(분자확산 ≫ 아님). 3D식을 y,z에 적분 → 1D 단면평균식 (10.2, p.283): $\partial(AC)/\partial t=\partial/\partial x[D\,\partial(AC)/\partial x]-\partial/\partial x\iint v_x C\,dy\,dz+Af+AS$. 1D/2D는 dispersion이 크므로 주의, 3D는 미해소 eddy 항이 주 (p.283)."
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,136,항상,1,"""한 시간스텝에 한 격자셀에서 교체되는 물의 부피가 항상 셀 부피보다 작아야 한다"" — 모든 셀에 동시 충족. dispersion 항에도 안정조건 (10.20) 존재; 연직 dispersion 항이 얕은 물의 작은 연직 mesh에서 커져 3D는 거의 항상 연직 implicit 필요 (p.291). (GUI 표현: $\Delta t\le F\cdot V\!ol/\sum Q_{in}$, F=0.2~1.0, §2 p.18.)"
models/Delft3D/manual-notes/delft3d-waq-user-manual.md,138,항상,1,"**반응항·source항은 항상 explicit** 처리(복잡·비선형 허용); 1차 이산화(H.O.T. 없음), 단 Scheme 2(2nd-order Runge-Kutta)는 예외 (§10.4.2 p.291). 예외: 대형 취수(intake rate가 셀부피 대비 큰 경우)·시간스텝보다 짧게 변하는 waste load는 시간스텝 제약 발생 (p.291)."
models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,98,모든,0,- 모든 constituent 는 `constituents` 배열에 저장. 염분·온도는 `sa1`/`tem1` 에서 채우고 복사함.
models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,124,모든,1,"- `refdat` 기준일 문자열(e.g. '20090101'), 모든 시각은 이에 상대 (`m_flowtimes.f90:39`). `refdate_mjd` modified Julian date (`m_flowtimes.f90:41`)."
models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,164,모든,1,"**열린 파일 관리:** 모든 NetCDF 는 `unc_open`/`unc_create` 통해 열어 추적, `unc_closeall` 로 일괄 종료 (`unstruc_netcdf_data.f90:18`). 최대 `maxopenfiles = 50` (`unstruc_netcdf_data.f90:21`), 배열 `open_files_`/`open_datasets_`/`nopen_files_` (`unstruc_netcdf_data.f90:22`)."
models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,219,모든,1,"`tim` 인자 주석: `Current time, should in fact be time1, since all writers use s1, q1, etc.` (`flow_externaloutput.F90:86`) — 모든 writer 가 타임스텝 끝 상태(s1, q1)를 쓰므로 time1 을 넘겨야 함."
models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,240,모든,1,"- **I/O**: 중앙 `unstruc_netcdf`(16,909줄)가 map/rst/net/flowgeom 을 CF-old + UGRID 양 convention 으로 쓰고, his 는 별도 `unc_write_his`, class map 은 `unstruc_netcdf_map_class`. 모든 파일은 추적 리스트(`unc_open/create/closeall`)로 관리. (`unstruc_netcdf.f90:44,2469-2558`)"
models/Delft3D/source-analysis/delft3d_dflowfm_mdu_input.md,36,모든,0,"PR #900 의 fix 가 `[Time]` block 을 옮긴 위치에서 read 되는 파라미터들. 모든 호출은 `prop_get(md_ptr, 'Time', '<key>', <var>[, success])` 형식:"
models/Delft3D/source-analysis/delft3d_dflowfm_prepost.md,51,모든,1,"`:221-225` 모든 net node `kc(k)/=0 → kc(k)=1` (""all active grid nodes are now kc = 1 : only to cure old net files""). 이후 2D cell corner 는 `kc=2`, 1D node 는 `kc=1` 로 재구분 (`:326-331` `kc(k) = 2 ! all corners of cells are now 2, 1D nodes are still 1`)."
models/Delft3D/source-analysis/delft3d_dflowfm_prepost.md,83,모든,1,"`:703-753` 모든 link 에 대해 `lncn(1,L),lncn(2,L)` (link 양끝 corner net node) 설정. 2D link 는 셀중심 법선 `rnl,rtl` 와 edge 법선 `rn,rt` 의 외적이 음수면 두 corner 를 swap 하여 **local axis 양의 방향** 보장 (`:722-731`, `if (rnl*rt - rtl*rn < 0) ... swap; numswap++`). 주석(`:705-709`): `o---4---o  1,2: flow nodes, 3,4: net nodes / L: 1--2  Ln=ln2lne(L): 3--4 / lncn(:,L) = 3--4, or 4--3 if ||3--4 X 1--2|| < 0, i.e., flux is 'to the "
