id,note,note_line,wiki_claim,ref,source,old_ranges,new_ranges,span,hunks
D1-11,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,56,"- `sa0`/`sa1` 염분(ppt), `m_flow.f90:269-270` (단위 메타 `[1e-3]`).",m_flow.f90:269-270,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,269-270,REANCHOR(269-270),2,"[{""tag"": ""replace"", ""old"": ""269-277"", ""new"": ""274-282"", ""old_text"": [""   real(kind=dp), allocatable, target :: sa0(:) !< [1e-3] salinity (ppt) at start of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target :: sa1(:) !< [1e-3] salinity (ppt) at end   of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target :: satop(:) !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable, target :: sabot(:) !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable :: supq(:) !< summed upwind salinity fluxes (ppt*m3/s)""], ""new_text"": [""   real(kind=dp), allocatable, target, dimension(:) :: sa0 !< [1e-3] salinity (ppt) at start of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target, dimension(:) :: sa1 !< [1e-3] salinity (ppt) at end   of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target, dimension(:) :: satop !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable, target, dimension(:) :: sabot !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable, dimension(:) :: supq !< summed upwind salinity fluxes (ppt*m3/s)""]}]"
D1-12,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,57,"- `tem0`/`tem1` 수온(degC), `m_flow.f90:275-276`.",m_flow.f90:275-276,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,275-276,REANCHOR(275-276),2,"[{""tag"": ""replace"", ""old"": ""269-277"", ""new"": ""274-282"", ""old_text"": [""   real(kind=dp), allocatable, target :: sa0(:) !< [1e-3] salinity (ppt) at start of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target :: sa1(:) !< [1e-3] salinity (ppt) at end   of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target :: satop(:) !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable, target :: sabot(:) !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable :: supq(:) !< summed upwind salinity fluxes (ppt*m3/s)""], ""new_text"": [""   real(kind=dp), allocatable, target, dimension(:) :: sa0 !< [1e-3] salinity (ppt) at start of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target, dimension(:) :: sa1 !< [1e-3] salinity (ppt) at end   of timestep {\""location\"": \""face\"", \""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, target, dimension(:) :: satop !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable, target, dimension(:) :: sabot !< [1e-3] salinity (ppt) help in initialise , deallocated {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   real(kind=dp), allocatable, dimension(:) :: supq !< summed upwind salinity fluxes (ppt*m3/s)""]}]"
D1-13,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,59,**3D 층 자료구조 (`m_flow.f90:49-156`):**,m_flow.f90:49-156,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,49-156,49-161,108,"[{""tag"": ""insert"", ""old"": ""67-67"", ""new"": ""67-68"", ""old_text"": [""   real(kind=dp) :: Tsigma = 100 !< relaxation period; only used in density controlled sigma-layers (layertype == LAYTP_DENS_SIGMA)""], ""new_text"": [""   integer, allocatable, dimension(:) :: ndkx_to_ndx  ! Maps NDKX to NDX"", """"]}, {""tag"": ""replace"", ""old"": ""75-77"", ""new"": ""77-82"", ""old_text"": [""   integer :: iStrchType = -1 !< Stretching type for non-uniform layers, 1=user defined, 2=exponential, otherwise=uniform"", ""   integer, parameter :: STRCH_USER = 1"", ""   integer, parameter :: STRCH_EXPONENT = 2""], ""new_text"": [""   integer, parameter :: STRETCH_UNI_OVER_EXP = -1 !< uniform over exponential, for backward compatibility (only for layertype = LAYTP_Z)"", ""   integer, parameter :: STRETCH_UNIFORM = 0 !< uniform layers"", ""   integer, parameter :: STRETCH_USER = 1 !< user defined layers"", ""   integer, parameter :: STRETCH_EXPONENT = 2 !< exponential layers"", ""   integer, parameter :: STRETCH_UNDEFINED = -999 !< undefined stretching type""]}, {""tag"": ""replace"", ""old"": ""89-94"", ""new"": ""94-99"", ""old_text"": [""   real(kind=dp), allocatable :: aak(:) !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable :: bbk(:) !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable :: cck(:) !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable :: ddk(:) !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable :: eek(:) !< coefficient vertical mom exchange of kmx layers""], ""new_text"": [""   real(kind=dp), allocatable, dimension(:) :: aak !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable, dimension(:) :: bbk !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable, dimension(:) :: cck !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable, dimension(:) :: ddk !< coefficient vertical mom exchange of kmx layers"", ""   real(kind=dp), allocatable, dimension(:) :: eek !< coefficient vertical mom exchange of kmx layers""]}]"
D1-14,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,62,"- 층 압축 인덱스: `kbot(:)`/`ktop(:)` — 각 ndx 수평 셀의 바닥/상단 층 셀 번호 (`m_flow.f90:128-129`), `Lbot(:)`/`Ltop(:)` — 각 lnx 수평 링크의 바닥/상단 엣지 (`m_flow.f90:132-133`). 즉 3D 셀은 (수평셀 × 가변 수직층)을 1차원 압축 인덱싱.",m_flow.f90:128-129,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,128-129,REANCHOR(128-129),2,"[{""tag"": ""replace"", ""old"": ""128-136"", ""new"": ""133-141"", ""old_text"": [""   integer, allocatable, target :: kbot(:) !< [-] layer-compressed bottom layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, target :: ktop(:) !< [-] layer-compressed top layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable :: ktop0(:) !< store of ktop"", ""   integer, allocatable :: kmxn(:) !< Maximum number of active vertical cells per horizontal base cell n (cell_index_2d). The maximum is decided upon initialization, depends on many keywords and can be smaller than kmx."", ""   integer, allocatable, target :: Lbot(:) !< [-] layer-compressed bottom layer edge number: for each of lnx horizontal links, we have indices to bot and top lnxk links {\""location\"": \""edge\"", \""shape\"": [\""lnx\""]}""], ""new_text"": [""   integer, allocatable, target, dimension(:) :: kbot !< [-] layer-compressed bottom layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, target, dimension(:) :: ktop !< [-] layer-compressed top layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, dimension(:) :: ktop0 !< store of ktop"", ""   integer, allocatable, dimension(:) :: kmxn !< Maximum number of active vertical cells per horizontal base cell n (cell_index_2d). The maximum is decided upon initialization, depends on many keywords and can be smaller than kmx."", ""   integer, allocatable, target, dimension(:) :: Lbot !< [-] layer-compressed bottom layer edge number: for each of lnx horizontal links, we have indices to bot and top lnxk links {\""location\"": \""edge\"", \""shape\"": [\""lnx\""]}""]}]"
D1-15,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,62,"- 층 압축 인덱스: `kbot(:)`/`ktop(:)` — 각 ndx 수평 셀의 바닥/상단 층 셀 번호 (`m_flow.f90:128-129`), `Lbot(:)`/`Ltop(:)` — 각 lnx 수평 링크의 바닥/상단 엣지 (`m_flow.f90:132-133`). 즉 3D 셀은 (수평셀 × 가변 수직층)을 1차원 압축 인덱싱.",m_flow.f90:132-133,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,132-133,REANCHOR(132-133),2,"[{""tag"": ""replace"", ""old"": ""128-136"", ""new"": ""133-141"", ""old_text"": [""   integer, allocatable, target :: kbot(:) !< [-] layer-compressed bottom layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, target :: ktop(:) !< [-] layer-compressed top layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable :: ktop0(:) !< store of ktop"", ""   integer, allocatable :: kmxn(:) !< Maximum number of active vertical cells per horizontal base cell n (cell_index_2d). The maximum is decided upon initialization, depends on many keywords and can be smaller than kmx."", ""   integer, allocatable, target :: Lbot(:) !< [-] layer-compressed bottom layer edge number: for each of lnx horizontal links, we have indices to bot and top lnxk links {\""location\"": \""edge\"", \""shape\"": [\""lnx\""]}""], ""new_text"": [""   integer, allocatable, target, dimension(:) :: kbot !< [-] layer-compressed bottom layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, target, dimension(:) :: ktop !< [-] layer-compressed top layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, dimension(:) :: ktop0 !< store of ktop"", ""   integer, allocatable, dimension(:) :: kmxn !< Maximum number of active vertical cells per horizontal base cell n (cell_index_2d). The maximum is decided upon initialization, depends on many keywords and can be smaller than kmx."", ""   integer, allocatable, target, dimension(:) :: Lbot !< [-] layer-compressed bottom layer edge number: for each of lnx horizontal links, we have indices to bot and top lnxk links {\""location\"": \""edge\"", \""shape\"": [\""lnx\""]}""]}]"
D1-16,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,63,"- `zws(:)` — 셀중심(s점)에서의 인터페이스(w점) z 레벨 (m), `m_flow.f90:106`. 주석에 ASCII 다이어그램으로 `zws(0)=interface(0)=bl`, `zws(ktop)=s1` 구조 도해 (`m_flow.f90:109-123`).",m_flow.f90:106,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,106-106,REANCHOR(106-106),1,"[{""tag"": ""replace"", ""old"": ""106-107"", ""new"": ""111-112"", ""old_text"": [""   real(kind=dp), allocatable, target :: zws(:) !< [m] z levels  (m) of interfaces (w-points) at cell centres (s-points) (m)    (1:ndkx) {\""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable :: zws0(:) !< z levels  (m) of interfaces (w-points) at cell centres (s-points) (m)    (1:ndkx), be""], ""new_text"": [""   real(kind=dp), allocatable, target, dimension(:) :: zws !< [m] z levels  (m) of interfaces (w-points) at cell centres (s-points) (m)    (1:ndkx) {\""shape\"": [\""ndkx\""]}"", ""   real(kind=dp), allocatable, dimension(:) :: zws0 !< z levels  (m) of interfaces (w-points) at cell centres (s-points) (m)    (1:ndkx), be""]}]"
D1-17,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,88,"- `kcu(:)` — 링크 코드: `1=1D link, 2=2D link, -1=bc 1D, -2=bc 2D, 3=lateral_1d2d_link, 4=longitudinal_1d2d_link, 5=street_inlet, 7=roof_gutter` (`m_flowgeom.f90:134`).",m_flowgeom.f90:134,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flowgeom.f90,134-134,136-136,1,"[{""tag"": ""insert"", ""old"": ""134-134"", ""new"": ""135-135"", ""old_text"": [""   integer, dimension(:), allocatable, target :: kcu !< [-] link code, 1=1D link, 2=2D link, -1= bc 1D, -2=bc 2D, 3=lateral_1d2d_link, 4=longitudinal_1d2d_link, 5=street_inlet_1d2d_link, 7=roof_gutter_1d2d_link {\""shape\"": [\""lnx\""]}""], ""new_text"": [""   ! use the LINK_* parameters defined in the network_data module to set and compare values in the kcu array""]}]"
D1-18,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,97,module 헤더 주석(`m_transport.f90:33-43`)에 전송 module 의 자료 규약이 verbatim 으로 기술됨:,m_transport.f90:33-43,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_transport.f90,33-43,30-40,11,"[{""tag"": ""replace"", ""old"": ""40-40"", ""new"": ""37-37"", ""old_text"": [""!!   -the constituents numbers of the tracers are from \""ITRA1\"" to \""ITRAN\"", where ITRAN=0 (no tracers) or ITRAN=NUMCONST (tracers come last)""], ""new_text"": [""!!   -the constituents numbers of the tracers are from \""itra1\"" to \""itran\"", where itran=0 (no tracers) or itran=numconst (tracers come last)""]}]"
D1-19,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,99,"- tracer 는 constituents 배열의 **맨 뒤**에 위치, 번호 `ITRA1`~`ITRAN` (`m_transport.f90:40,55-56`).","m_transport.f90:40,55-56",src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_transport.f90,40-40;55-56,REANCHOR(40-40);55-56,3,"[{""tag"": ""replace"", ""old"": ""40-40"", ""new"": ""37-37"", ""old_text"": [""!!   -the constituents numbers of the tracers are from \""ITRA1\"" to \""ITRAN\"", where ITRAN=0 (no tracers) or ITRAN=NUMCONST (tracers come last)""], ""new_text"": [""!!   -the constituents numbers of the tracers are from \""itra1\"" to \""itran\"", where itran=0 (no tracers) or itran=numconst (tracers come last)""]}]"
D1-20,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,102,"- `NUMCONST` 총 constituent 수 (`m_transport.f90:48`), `isalt`/`itemp` 인덱스 (`m_transport.f90:50-51`), `ised1`/`isedn` 첫/끝 sediment fraction (`m_transport.f90:52-53`).",m_transport.f90:48,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_transport.f90,48-48,REANCHOR(48-48),1,"[{""tag"": ""replace"", ""old"": ""48-49"", ""new"": ""47-48"", ""old_text"": [""   integer :: NUMCONST ! Total number of constituents"", ""   integer :: NUMCONST_MDU ! number of constituents as specified in mdu/ext file""], ""new_text"": [""   integer :: numconst ! Total number of constituents"", ""   integer :: numconst_mdu ! number of constituents as specified in mdu/ext file""]}]"
D1-21,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,102,"- `NUMCONST` 총 constituent 수 (`m_transport.f90:48`), `isalt`/`itemp` 인덱스 (`m_transport.f90:50-51`), `ised1`/`isedn` 첫/끝 sediment fraction (`m_transport.f90:52-53`).",m_transport.f90:52-53,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_transport.f90,52-53,52-53,2,"[{""tag"": ""insert"", ""old"": ""52-52"", ""new"": ""51-51"", ""old_text"": [""   integer :: ised1 ! first sediment fraction""], ""new_text"": [""   integer :: ioxy ! oxygen, currently only used to skip the vertical Forester filter""]}]"
D1-22,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,103,"- `constituents(:,:)` — `dim(NUMCONST,Ndkx)` (`m_transport.f90:62`).",m_transport.f90:62,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_transport.f90,62-62,REANCHOR(62-62),1,"[{""tag"": ""replace"", ""old"": ""62-62"", ""new"": ""62-62"", ""old_text"": [""   real(kind=dp), dimension(:, :), allocatable, target :: constituents ! constituents, dim(NUMCONST,Ndkx)""], ""new_text"": [""   real(kind=dp), dimension(:, :), allocatable, target :: constituents ! constituents, dim(numconst,Ndkx)""]}]"
D1-23,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,162,"- `UNC_CONV_CFOLD = 1` (구 CF 전용), `UNC_CONV_UGRID = 2` (신 CF+UGRID) (`unstruc_netcdf.f90:85-86`). map 출력 시 `iconv` 분기 (`unstruc_netcdf.f90:5285-5312`).",unstruc_netcdf.f90:85-86,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,85-86,REANCHOR(85-86),2,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
D1-24,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,162,"- `UNC_CONV_CFOLD = 1` (구 CF 전용), `UNC_CONV_UGRID = 2` (신 CF+UGRID) (`unstruc_netcdf.f90:85-86`). map 출력 시 `iconv` 분기 (`unstruc_netcdf.f90:5285-5312`).",unstruc_netcdf.f90:5285-5312,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,5285-5312,3727-3763,28,"[{""tag"": ""insert"", ""old"": ""5288-5288"", ""new"": ""3730-3738"", ""old_text"": [""      end if""], ""new_text"": [""      end if"", """", ""      if (iconv == UNC_CONV_UGRID) then"", ""         if (.not. associated(flowgeom_map)) then"", ""            return""]}]"
D1-25,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,164,"**열린 파일 관리:** 모든 NetCDF 는 `unc_open`/`unc_create` 통해 열어 추적, `unc_closeall` 로 일괄 종료 (`unstruc_netcdf.f90:71-77`). 최대 `maxopenfiles = 50` (`unstruc_netcdf.f90:74`), 배열 `open_files_`/`open_datasets_`/`nopen_files_` (`unstruc_netcdf.f90:75-77`).",unstruc_netcdf.f90:71-77,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,71-77,REANCHOR(71-77),7,"[{""tag"": ""replace"", ""old"": ""64-77"", ""new"": ""68-68"", ""old_text"": [""   implicit none"", """", ""   integer :: nerr_"", ""   logical :: err_firsttime_"", ""   character(len=255) :: err_firstline_""], ""new_text"": [""   implicit none(type, external)""]}]"
D1-26,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,164,"**열린 파일 관리:** 모든 NetCDF 는 `unc_open`/`unc_create` 통해 열어 추적, `unc_closeall` 로 일괄 종료 (`unstruc_netcdf.f90:71-77`). 최대 `maxopenfiles = 50` (`unstruc_netcdf.f90:74`), 배열 `open_files_`/`open_datasets_`/`nopen_files_` (`unstruc_netcdf.f90:75-77`).",unstruc_netcdf.f90:74,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,74-74,REANCHOR(74-74),1,"[{""tag"": ""replace"", ""old"": ""64-77"", ""new"": ""68-68"", ""old_text"": [""   implicit none"", """", ""   integer :: nerr_"", ""   logical :: err_firsttime_"", ""   character(len=255) :: err_firstline_""], ""new_text"": [""   implicit none(type, external)""]}]"
D1-27,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,164,"**열린 파일 관리:** 모든 NetCDF 는 `unc_open`/`unc_create` 통해 열어 추적, `unc_closeall` 로 일괄 종료 (`unstruc_netcdf.f90:71-77`). 최대 `maxopenfiles = 50` (`unstruc_netcdf.f90:74`), 배열 `open_files_`/`open_datasets_`/`nopen_files_` (`unstruc_netcdf.f90:75-77`).",unstruc_netcdf.f90:75-77,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,75-77,REANCHOR(75-77),3,"[{""tag"": ""replace"", ""old"": ""64-77"", ""new"": ""68-68"", ""old_text"": [""   implicit none"", """", ""   integer :: nerr_"", ""   logical :: err_firsttime_"", ""   character(len=255) :: err_firstline_""], ""new_text"": [""   implicit none(type, external)""]}]"
D1-28,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,166,"- `unc_create` (`unstruc_netcdf.f90:2490`): `nf90_create` 래퍼, `cmode_ = ior(cmode, unc_cmode)` 로 전역 cmode 합성 (`unstruc_netcdf.f90:2498`), 성공 시 `unc_addglobalatts` 호출 (`unstruc_netcdf.f90:2508`).",unstruc_netcdf.f90:2490,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,2490-2490,REANCHOR(2490-2490),1,"[{""tag"": ""replace"", ""old"": ""2490-2490"", ""new"": ""916-916"", ""old_text"": [""   function unc_create(filename, cmode, ncid)""], ""new_text"": [""   function unc_create(filename, cmode, ncid, overwrite_cmode)""]}]"
D1-29,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,166,"- `unc_create` (`unstruc_netcdf.f90:2490`): `nf90_create` 래퍼, `cmode_ = ior(cmode, unc_cmode)` 로 전역 cmode 합성 (`unstruc_netcdf.f90:2498`), 성공 시 `unc_addglobalatts` 호출 (`unstruc_netcdf.f90:2508`).",unstruc_netcdf.f90:2498,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,2498-2498,REANCHOR(2498-2498),1,"[{""tag"": ""replace"", ""old"": ""2497-2498"", ""new"": ""924-932"", ""old_text"": ["""", ""      cmode_ = ior(cmode, unc_cmode)""], ""new_text"": [""      if (present(overwrite_cmode)) then"", ""         if (overwrite_cmode) then"", ""            cmode_ = cmode"", ""         else"", ""            cmode_ = ior(cmode, unc_cmode)""]}]"
D1-30,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,169,"**메타데이터 무결성:** 사용자 metadata 파일로 덮어쓸 수 없는 forbidden 속성 19개 — `references`, `source`, `history`, `Conventions`, `uuid`, `date_created`, `geospatial_*`, `time_coverage_*` (`unstruc_netcdf.f90:104-125`). 환경변수로 설정 가능한 속성: `creator_name`/`creator_email`/`creator_url",unstruc_netcdf.f90:104-125,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,104-125,REANCHOR(104-125),22,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
D1-31,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,169,"**메타데이터 무결성:** 사용자 metadata 파일로 덮어쓸 수 없는 forbidden 속성 19개 — `references`, `source`, `history`, `Conventions`, `uuid`, `date_created`, `geospatial_*`, `time_coverage_*` (`unstruc_netcdf.f90:104-125`). 환경변수로 설정 가능한 속성: `creator_name`/`creator_email`/`creator_url",unstruc_netcdf.f90:127-133,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,127-133,REANCHOR(127-133),7,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
D1-32,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,172,"- `t_unc_timespace_id` (`unstruc_netcdf.f90:139-185`): 반복 쓰기용 시간·공간 행정. UGRID mesh id(`meshids1d/2d/3d`, `network1d`), 차원 id(`id_timedim`=유일한 `nf90_unlimited`, `id_laydim`, `id_wdim`), `idx_curtime`(최신 snapshot 인덱스, `unstruc_netcdf.f90:181`).",unstruc_netcdf.f90:139-185,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,139-185,REANCHOR(139-185),47,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
D1-33,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,172,"- `t_unc_timespace_id` (`unstruc_netcdf.f90:139-185`): 반복 쓰기용 시간·공간 행정. UGRID mesh id(`meshids1d/2d/3d`, `network1d`), 차원 id(`id_timedim`=유일한 `nf90_unlimited`, `id_laydim`, `id_wdim`), `idx_curtime`(최신 snapshot 인덱스, `unstruc_netcdf.f90:181`).",unstruc_netcdf.f90:181,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,181-181,REANCHOR(181-181),1,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
D1-34,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,173,"- `t_unc_mapids` (`unstruc_netcdf.f90:190`): map 파일별 NetCDF id 전체 집합 — `ncid` 파일포인터 + `id_tsp`(timespace) + 변수 id 군(`id_s1`, `id_hs`, `id_vol1`, `id_au`, `id_taus`...). `MAX_ID_VAR=4` (1D/2D/3D/1D2D 격자부) (`unstruc_netcdf.f90:97,232-243`).",unstruc_netcdf.f90:190,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,190-190,REANCHOR(190-190),1,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
