note,note_line,category,applied,evidence,note_text_before,note_text_after
models/EFDC/manual-notes/efdc-sediment-theory-2003.md,183,C,yes,EFDC/SedTran-Original/ssedtox.f90:863-875; complete ranges equal,- [`concepts/sediment-transport/06-model-application.md`](../../../concepts/sediment-transport/06-model-application.md) — EFDC SedTran/SEDZLJ dispatch (ssedtox.f90:868-880),- [`concepts/sediment-transport/06-model-application.md`](../../../concepts/sediment-transport/06-model-application.md) — EFDC SedTran/SEDZLJ dispatch (ssedtox.f90:863-875)
models/EFDC/manual-notes/efdc-theory-doc-v12.md,187,C,yes,EFDC/SedTran-Original/ssedtox.f90:863-875; complete ranges equal,source-code dispatch — [`models/EFDC/source-analysis/efdc_sediment.md`](../source-analysis/sediment/efdc_sediment.md) `ssedtox.f90:868-880`.,source-code dispatch — [`models/EFDC/source-analysis/efdc_sediment.md`](../source-analysis/sediment/efdc_sediment.md) `ssedtox.f90:863-875`.
models/EFDC/manual-notes/efdc-theory-v12-ch5-temperature-heat.md,64,C,yes,EFDC/Transport/mod_heat.f90:646; complete ranges equal,"> ⚠ **disclosed-gap (cloud sign, code≠manual, 2026-07-04)**: 소스 [`mod_heat.f90:648`](../source-analysis/efdc_heat_temperature.md)([[efdc_heat_temperature]] §1.1)는 구름인자를 **`(1-0.8·CLOUDT)`** 로 구현하나, 위 Eq 5.2 인쇄본은 `(1+B_cC)`. 구름↑ → 순 장파 냉각↓ 가 물리적으로 옳으므로 **소스 `(1-0.8C)` 가 표준(Rosati-Miyakoda 1988 원형)**, 매뉴얼 `(1+B_cC)` 는 부호 오식으로 판단(`1-B_cC` 여야 함). 실행값은 소스 기준.","> ⚠ **disclosed-gap (cloud sign, code≠manual, 2026-07-04)**: 소스 [`mod_heat.f90:646`](../source-analysis/efdc_heat_temperature.md)([[efdc_heat_temperature]] §1.1)는 구름인자를 **`(1-0.8·CLOUDT)`** 로 구현하나, 위 Eq 5.2 인쇄본은 `(1+B_cC)`. 구름↑ → 순 장파 냉각↓ 가 물리적으로 옳으므로 **소스 `(1-0.8C)` 가 표준(Rosati-Miyakoda 1988 원형)**, 매뉴얼 `(1+B_cC)` 는 부호 오식으로 판단(`1-B_cC` 여야 함). 실행값은 소스 기준."
models/EFDC/manual-notes/efdc-theory-v12-ch5-temperature-heat.md,81,C,yes,EFDC/Transport/mod_heat.f90:689; complete ranges equal,"$u_*$ = friction velocity, $\nu$ = kinematic viscosity. **소스**: mod_heat.f90:691 `ISTOPT(2)==2 → COARE 3.6`, 입력변환 :704-737 (CDCOARE·EVACOARE evap rate m/s).","$u_*$ = friction velocity, $\nu$ = kinematic viscosity. **소스**: mod_heat.f90:689 `ISTOPT(2)==2 → COARE 3.6`, 입력변환 :704-737 (CDCOARE·EVACOARE evap rate m/s)."
models/EFDC/manual-notes/efdc-theory-v12-ch5-temperature-heat.md,181,C,yes,EFDC/Transport/mod_heat.f90:1178-1182; complete ranges equal,"**소스 정합 확인** (mod_heat.f90:1180-1184): `SAL<35 → TF=-0.0545*SAL`, `else TF=-0.31462-0.04177*SAL-0.000166*SAL*SAL`. (매뉴얼 반올림형 -0.3146/-0.0417 vs 소스 -0.31462/-0.04177 — 동일식.) `ISTRAN(1)==0` (염분 미모의) 시 `TF=0`.","**소스 정합 확인** (mod_heat.f90:1178-1182): `SAL<35 → TF=-0.0545*SAL`, `else TF=-0.31462-0.04177*SAL-0.000166*SAL*SAL`. (매뉴얼 반올림형 -0.3146/-0.0417 vs 소스 -0.31462/-0.04177 — 동일식.) `ISTRAN(1)==0` (염분 미모의) 시 `TF=0`."
models/EFDC/manual-notes/efdc-user-manual-r850.md,103,C,yes,EFDC/input.f90:230; complete ranges equal,"> - **C3**: `IDRYCK`·`FILT3TL` 식별자는 v12.4에 존재하지 않음. 실제 read = `RP RSQM ITERM IRVEC IATMP IWDRAG ITERHPM ldum ISDSOLV tmp` (`input.f90:225`). `IRVEC`은 0/9만 허용, 99는 `STOPP` (`input.f90:237`).","> - **C3**: `IDRYCK`·`FILT3TL` 식별자는 v12.4에 존재하지 않음. 실제 read = `RP RSQM ITERM IRVEC IATMP IWDRAG ITERHPM ldum ISDSOLV tmp` (`input.f90:230`). `IRVEC`은 0/9만 허용, 99는 `STOPP` (`input.f90:237`)."
models/EFDC/manual-notes/efdc-user-manual-r850.md,103,C,yes,EFDC/input.f90:242; complete ranges equal,"> - **C3**: `IDRYCK`·`FILT3TL` 식별자는 v12.4에 존재하지 않음. 실제 read = `RP RSQM ITERM IRVEC IATMP IWDRAG ITERHPM ldum ISDSOLV tmp` (`input.f90:230`). `IRVEC`은 0/9만 허용, 99는 `STOPP` (`input.f90:237`).","> - **C3**: `IDRYCK`·`FILT3TL` 식별자는 v12.4에 존재하지 않음. 실제 read = `RP RSQM ITERM IRVEC IATMP IWDRAG ITERHPM ldum ISDSOLV tmp` (`input.f90:230`). `IRVEC`은 0/9만 허용, 99는 `STOPP` (`input.f90:242`)."
models/EFDC/manual-notes/efdc-user-manual-r850.md,105,C,yes,EFDC/input.f90:404; complete ranges equal,"> - **C8**: `TREF`/`CORIOLIS` → v12.4 이름 `TIDALP`/`CF`, 같은 슬롯 (`input.f90:387`).","> - **C8**: `TREF`/`CORIOLIS` → v12.4 이름 `TIDALP`/`CF`, 같은 슬롯 (`input.f90:404`)."
models/EFDC/manual-notes/efdc-user-manual-r850.md,106,C,yes,EFDC/input.f90:669; complete ranges equal,> - **C12A**: 첫 슬롯 `ISSTAB` → v12.4 `ISTOPT(0)` + 9번째 `BC_EDGEFACTOR` 추가 (`input.f90:646`).,> - **C12A**: 첫 슬롯 `ISSTAB` → v12.4 `ISTOPT(0)` + 9번째 `BC_EDGEFACTOR` 추가 (`input.f90:669`).
models/EFDC/manual-notes/efdc-user-manual-r850.md,107,C,yes,EFDC/input.f90:203-205; complete ranges equal,> - **C2A**: 매뉴얼 미기재이나 v12.4는 continuation restart(`ISRESTI==1 && ICONTINUE==1`) 시 `Restart_In_Ver`·`RESTARTF` 2줄을 읽음 (`input.f90:198-200`).,> - **C2A**: 매뉴얼 미기재이나 v12.4는 continuation restart(`ISRESTI==1 && ICONTINUE==1`) 시 `Restart_In_Ver`·`RESTARTF` 2줄을 읽음 (`input.f90:203-205`).
models/EFDC/manual-notes/efdc-user-manual-r850.md,108,C,yes,EFDC/input.f90:4090-4092; complete ranges equal,> - **C22B(Shellfish)**: v12.4는 SEEK하지 않음(미독) — JSON(`READ_SHELLFISH_JSON`)으로 대체 (`input.f90:3941-3943`).,> - **C22B(Shellfish)**: v12.4는 SEEK하지 않음(미독) — JSON(`READ_SHELLFISH_JSON`)으로 대체 (`input.f90:4090-4092`).
models/EFDC/manual-notes/efdc-user-manual-r850.md,112,C,yes,EFDC/caltsxy.f90:243-250; complete ranges equal,> - **wser `ISWDINT=2`(성분 입력)**: 런타임은 항상 풍속/풍향으로 해석 — 성분 입력은 오독됨 (`caltsxy.f90:244-251`).,> - **wser `ISWDINT=2`(성분 입력)**: 런타임은 항상 풍속/풍향으로 해석 — 성분 입력은 오독됨 (`caltsxy.f90:243-250`).
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,27,C,yes,EFDC/input.f90:936; complete ranges equal,"1. **읽기**: `SEEK('C17')` 후 성분(MTIDE)×경계(NPFOR)별 `PFAM(NP,M), PFPH(NP,M)` (`input.f90:903` 부근, NPFORT 분기별).","1. **읽기**: `SEEK('C17')` 후 성분(MTIDE)×경계(NPFOR)별 `PFAM(NP,M), PFPH(NP,M)` (`input.f90:936` 부근, NPFORT 분기별)."
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,28,C,yes,EFDC/input.f90:944-946; complete ranges equal,"2. **cos/sin 변환**: `RAD = 2π·PFPH/TCP(M)` → `CPFAM0 = PFAM·cos(RAD)`, `SPFAM0 = PFAM·sin(RAD)` (`input.f90:913-915`, NPFORT≥1 분기; NPFORT=0은 S/W/E/N 경계 카드 처리에서 동일 변환 후 ×G로 `PCB*/PSB*` 생성, `input.f90:980-1005` 등 — [[efdc_boundary_conditions]] §G).","2. **cos/sin 변환**: `RAD = 2π·PFPH/TCP(M)` → `CPFAM0 = PFAM·cos(RAD)`, `SPFAM0 = PFAM·sin(RAD)` (`input.f90:944-946`, NPFORT≥1 분기; NPFORT=0은 S/W/E/N 경계 카드 처리에서 동일 변환 후 ×G로 `PCB*/PSB*` 생성, `input.f90:980-1005` 등 — [[efdc_boundary_conditions]] §G)."
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,28,C,yes,EFDC/input.f90:1021-1044; endpoints equal; interior differs,"2. **cos/sin 변환**: `RAD = 2π·PFPH/TCP(M)` → `CPFAM0 = PFAM·cos(RAD)`, `SPFAM0 = PFAM·sin(RAD)` (`input.f90:944-946`, NPFORT≥1 분기; NPFORT=0은 S/W/E/N 경계 카드 처리에서 동일 변환 후 ×G로 `PCB*/PSB*` 생성, `input.f90:980-1005` 등 — [[efdc_boundary_conditions]] §G).","2. **cos/sin 변환**: `RAD = 2π·PFPH/TCP(M)` → `CPFAM0 = PFAM·cos(RAD)`, `SPFAM0 = PFAM·sin(RAD)` (`input.f90:944-946`, NPFORT≥1 분기; NPFORT=0은 S/W/E/N 경계 카드 처리에서 동일 변환 후 ×G로 `PCB*/PSB*` 생성, `input.f90:1021-1044` 등 — [[efdc_boundary_conditions]] §G)."
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,79,C,yes,EFDC/input.f90:7055; complete ranges equal,`wser.inp` 헤더의 `ISWDINT` (`input.f90:6903` read):,`wser.inp` 헤더의 `ISWDINT` (`input.f90:7055` read):
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,83,C,yes,EFDC/input.f90:7070-7074; complete ranges equal,| 0 | 풍속+풍향(불어**가는** 방향) | read: 1열에 `WINDSCT` 배율 (`input.f90:6918-6922`). 런타임 그대로 소비 |,| 0 | 풍속+풍향(불어**가는** 방향) | read: 1열에 `WINDSCT` 배율 (`input.f90:7070-7074`). 런타임 그대로 소비 |
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,84,C,yes,EFDC/input.f90:7075-7085; complete ranges equal,| 1 | 풍속+풍향(불어**오는** 방향) | read 시 2열 180° 반전 (`input.f90:6923-6933`) → 이후 0과 동일 |,| 1 | 풍속+풍향(불어**오는** 방향) | read 시 2열 180° 반전 (`input.f90:7075-7085`) → 이후 0과 동일 |
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,85,C,yes,EFDC/input.f90:7086-7091; complete ranges equal,| 2 | 동/북 **속도 성분** (DSI 블로그·wser 헤더 서술) | read는 두 열에 배율만 곱함 (`input.f90:6934-6939`) — **성분→풍속/풍향 변환 없음** |,| 2 | 동/북 **속도 성분** (DSI 블로그·wser 헤더 서술) | read는 두 열에 배율만 곱함 (`input.f90:7086-7091`) — **성분→풍속/풍향 변환 없음** |
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,87,C,yes,EFDC/caltsxy.f90:243-250; complete ranges equal,"런타임 유일 소비처 `caltsxy.f90:244-251`(TSWND 사용처는 `caltsxy.f90` 외에 read/선언뿐)은 **무조건** 1열=풍속, 2열=풍향으로 해석한다: `DEGM = 90 − VAL(:,2)`(나침반 방위→수학각), `WINDE = 풍속·cos(DEGM)`, `WINDN = 풍속·sin(DEGM)`. 따라서:","런타임 유일 소비처 `caltsxy.f90:243-250`(TSWND 사용처는 `caltsxy.f90` 외에 read/선언뿐)은 **무조건** 1열=풍속, 2열=풍향으로 해석한다: `DEGM = 90 − VAL(:,2)`(나침반 방위→수학각), `WINDE = 풍속·cos(DEGM)`, `WINDN = 풍속·sin(DEGM)`. 따라서:"
models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,91,C,yes,EFDC/caltsxy.f90:252-254; complete ranges equal,"- 참고: 풍속은 이후 `WINDH` 측정고도에서 2 m 로그 변환(`caltsxy.f90:253-255` 부근, z0=0.003 open grassland).","- 참고: 풍속은 이후 `WINDH` 측정고도에서 2 m 로그 변환(`caltsxy.f90:252-254` 부근, z0=0.003 open grassland)."
models/EFDC/source-analysis/efdc_baroclinic_eos.md,75,C,yes,EFDC/calexp.f90:1162-1295; endpoints equal; interior differs,## 4. 내부모드 buoyancy shear FBBX/FBBY (calexp.f90:1162-1352),## 4. 내부모드 buoyancy shear FBBX/FBBY (calexp.f90:1162-1295)
models/EFDC/source-analysis/efdc_boundary_conditions.md,21,C,yes,EFDC/setbcs.f90:203-492; endpoints equal; interior differs,- `setbcs.f90:203-490` — initialization of BC mappings + face/momentum mask setup.,- `setbcs.f90:203-492` — initialization of BC mappings + face/momentum mask setup.
models/EFDC/source-analysis/efdc_boundary_conditions.md,36,C,yes,EFDC/input.f90:5801-5836; complete ranges equal,Conversion to pressure-head: `G * η` units (`input.f90:5650-5685`). Datum shifts `PSERZDF/PSERZDS` also × G (`:5661-5665`).,Conversion to pressure-head: `G * η` units (`input.f90:5801-5836`). Datum shifts `PSERZDF/PSERZDS` also × G (`:5661-5665`).
models/EFDC/source-analysis/efdc_boundary_conditions.md,47,C,yes,EFDC/calexp2t.f90:591-630; complete ranges equal,`CALEXP` does not read PSER directly; it modifies momentum for open-boundary types `2` and `5` (`calexp.f90:629-669`; 2TL `calexp2t.f90:581-620`).,`CALEXP` does not read PSER directly; it modifies momentum for open-boundary types `2` and `5` (`calexp.f90:629-669`; 2TL `calexp2t.f90:591-630`).
models/EFDC/source-analysis/efdc_boundary_conditions.md,66,C,yes,EFDC/input.f90:6009-6055; complete ranges equal,- Salinity at `input.f90:5858-5904`.,- Salinity at `input.f90:6009-6055`.
models/EFDC/source-analysis/efdc_boundary_conditions.md,72,C,yes,EFDC/input.f90:2818-2834; complete ranges equal,- South `input.f90:2721-2737`.,- South `input.f90:2818-2834`.
models/EFDC/source-analysis/efdc_boundary_conditions.md,88,C,yes,EFDC/input.f90:1457-1470; complete ranges equal,"`I, J, QSSE, NQSMUL, NQSMF, NQSERQ, NCSERQ(1:7), QWIDTH, QFACTOR, GRPID` (`input.f90:1365-1378`).","`I, J, QSSE, NQSMUL, NQSMF, NQSERQ, NCSERQ(1:7), QWIDTH, QFACTOR, GRPID` (`input.f90:1457-1470`)."
models/EFDC/source-analysis/efdc_boundary_conditions.md,99,C,yes,EFDC/input.f90:5868-5906; complete ranges equal,Sign clipping by `ICHGQS` (`input.f90:5717-5755`).,Sign clipping by `ICHGQS` (`input.f90:5868-5906`).
models/EFDC/source-analysis/efdc_boundary_conditions.md,110,C,yes,EFDC/input.f90:903-919; endpoints equal; interior differs,"C16 reads counts: `NPBS, NPBW, NPBE, NPBN, NPFOR, NPFORT, NPSER, PDGINIT` (`input.f90:870-889`).","C16 reads counts: `NPBS, NPBW, NPBE, NPBN, NPFOR, NPFORT, NPSER, PDGINIT` (`input.f90:903-919`)."
